elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw,velocity x,velocity y
0.634666919708252,0.0,0.0,0.0,0.0,0.006349726114422083,0.00028384834877215326,0.0,0.0,0.0,1734430014.5442007,9.00983023731079e-07,4.374702705158132e-06,5.545562288556771e-05,0.00028384834877215326,0.000578706560190767
0.634666919708252,0.0,0.0,0.0,0.0,0.006349726114422083,0.00028384834877215326,0.0,0.0,0.0,1734430015.076339,4.5043615599052525e-06,1.0294732066436401e-05,0.00011891910993194551,0.00028384834877215326,0.000578706560190767
1.6284449100494385,0.0,0.0,0.0,0.0,0.0063571808859705925,3.408282282180153e-05,0.0,0.0,0.0,1734430015.5379999,6.9776926835104745e-06,1.6286746142521517e-05,0.0001819172473628384,3.408282282180153e-05,0.0006042915629222989
2.1118650436401367,0.0,0.0,0.0,0.0,0.006294922437518835,0.0003004921891260892,0.0,0.0,0.0,1734430016.0214024,8.322225504129639e-06,2.2258018126143523e-05,0.00024510502443143156,3.408282282180153e-05,0.0005989875644445419
2.1118650436401367,0.0,0.0,0.0,0.0,0.006294922437518835,0.0003004921891260892,0.0,0.0,0.0,1734430016.3156903,1.4461964192742106e-05,2.828497417397529e-05,0.00030821104472608207,0.0003004921891260892,0.0005989875644445419
2.406141757965088,0.0,0.0,0.0,0.0,0.006269124336540699,0.0007112820167094469,0.0,0.0,0.0,1734430016.7050805,2.1830709591213868e-05,3.4288283830046076e-05,0.00037180560394238315,0.0007112820167094469,0.0005998507258482277
3.100116491317749,0.0,0.0,0.0,0.0,0.006370766554027796,0.000816869258414954,0.0,0.0,0.0,1734430017.0096684,2.9384849488086823e-05,4.0281982502453035e-05,0.0004358380316074659,0.000816869258414954,0.0005992668448016047
3.100116491317749,0.0,0.0,0.0,0.0,0.006370766554027796,0.000816869258414954,0.0,0.0,0.0,1734430017.280655,3.566644402746101e-05,4.627101758014693e-05,0.0004988252242250755,0.000816869258414954,0.0005974440136924386
3.37109375,0.0,0.0,0.0,0.0,0.006194921676069498,0.00041373338899575174,0.0,0.0,0.0,1734430017.760916,3.886443941526875e-05,5.223968076151997e-05,0.0005615270603447156,0.00041373338899575174,0.0005971362115815282
3.851384162902832,0.0,0.0,0.0,0.0,0.006331373006105423,0.00039647441008128226,0.0,0.0,0.0,1734430018.2700129,4.135195278056983e-05,5.8236286797385654e-05,0.00062442677463892,0.00020244558982085437,0.0006004562019370496
4.3604536056518555,0.0,0.0,0.0,0.0,0.006382963620126247,0.00020244558982085437,0.0,0.0,0.0,1734430018.7422745,4.123832696715073e-05,6.41845933328428e-05,0.000687869370211626,0.00020244558982085437,0.0006004562019370496
4.8327250480651855,0.0,0.0,0.0,0.0,0.006231446284800768,-0.00019816507119685411,0.0,0.0,0.0,1734430019.2185729,4.276003905908748e-05,7.015627372725114e-05,0.0007506786195931362,-0.00019816507119685411,0.0005947182071395218
5.678267002105713,0.0,0.0,0.0,0.0,0.006308525800704956,0.0004798648878931999,0.0,0.0,0.0,1734430019.5878177,4.5233946285208245e-05,7.608642523010655e-05,0.0008137073141627415,0.0004798648878931999,0.0005962434224784374
6.197574615478516,0.0,0.0,0.0,0.0,0.006237884983420372,6.4275968725269195e-06,0.0,0.0,0.0,1734430020.1071246,4.6640521945167114e-05,8.206609698074323e-05,0.000877081974753754,6.4275968725269195e-06,0.0005910378531552851
6.814183235168457,0.0,0.0,0.0,0.0,0.006259316112846136,-0.00037218027864582837,1.0,0.0,0.0,1734430020.723733,4.495392372647875e-05,8.796830000916138e-05,0.0009396625837129821,-0.00037218027864582837,0.0005910378531552851
6.814183235168457,0.0,0.0,0.0,0.0,0.006259316112846136,-0.00037218027864582837,1.0,0.0,0.0,1734430021.206079,4.287053705217721e-05,9.388240061880664e-05,0.0010023430671041982,-0.00037218027864582837,0.0005915328511036932
7.29655122756958,0.0,0.0,0.0,0.0,0.006292993202805519,-1.797725781216286e-05,1.0,0.30000001192092896,0.0,1734430021.3472085,0.0001664313129595418,0.00010058467392954338,0.0010740981631461135,-1.797725781216286e-05,0.0005915328511036932
7.437772750854492,0.0,0.0,0.0,0.0,0.00781174935400486,0.02403605543076992,1.0,0.30000001192092896,-1.0,1734430021.4475014,0.0004863329676335172,2.3253632299205547e-06,-0.00036042675988778747,0.039605557918548584,0.0007155492203310132
7.537964344024658,0.0,0.0,0.0,0.0,-0.2587217390537262,0.039605557918548584,1.0,0.30000001192092896,-1.0,1734430021.500608,0.0009782824789077182,-0.00023933408560423218,-0.003136398105359899,0.039605557918548584,-0.020109141245484352
7.635175704956055,0.0,0.0,0.0,0.0,-0.28918033838272095,0.07860088348388672,1.0,0.30000001192092896,-1.0,1734430021.544581,0.0016692661864868568,-0.0005097340058610631,-0.005998963434582645,0.07860088348388672,-0.02614803984761238
7.707329750061035,0.0,0.0,0.0,0.0,-0.29285928606987,0.09503290057182312,1.0,0.30000001192092896,-1.0,1734430021.61688,0.0025376806745682425,-0.0007895142900976693,-0.008905127343066,0.09503290057182312,-0.0275370255112648
7.707329750061035,0.0,0.0,0.0,0.0,-0.29285928606987,0.09503290057182312,1.0,0.30000001192092896,-1.0,1734430021.6528106,0.0035706366446885593,-0.0010797908240170163,-0.011888728442408543,0.11175230145454407,-0.0275370255112648
7.799807548522949,0.0,0.0,0.0,0.0,-0.3335942327976227,0.14280956983566284,1.0,0.30000001192092896,-1.0,1734430021.6975694,0.004762085435110711,-0.0013842995823875087,-0.014981782914486997,0.14280956983566284,-0.03083839826285839
