elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw,velocity x,velocity y
0.15582561492919922,0.0,0.0,0.0,0.0,-8.894903678563037e-16,-1.4154319501137515e-14,-8.405683653310759e-17,0.0,0.0,0.0,1733305924.812115,-1.66331800929055e-15,-9.877779665424112e-18,-1.0452676894628784e-16,-8.894903678563037e-16,9.297555416086444e-32
0.1656036376953125,0.0,0.0,0.0,0.0,-9.035221039022817e-16,-1.4377605009330274e-14,-8.53828401422546e-17,0.0,0.0,0.0,1733305924.8221533,-1.8080882609452195e-15,-1.0737512224060179e-17,-1.136244679794739e-16,-9.035221039022817e-16,1.0266221836359168e-31
0.18554425239562988,0.0,0.0,0.0,0.0,-9.26365523698546e-16,-1.4741109198644457e-14,-8.754154331300158e-17,0.0,0.0,0.0,1733305924.8320668,-1.954673123591362e-15,-1.1608021030805209e-17,-1.2283620138418338e-16,-9.26365523698546e-16,1.137912220243991e-31
0.18554425239562988,0.0,0.0,0.0,0.0,-9.26365523698546e-16,-1.4741109198644457e-14,-8.754154331300158e-17,0.0,0.0,0.0,1733305924.8424754,-2.1028374159438813e-15,-1.2487909438173494e-17,-1.3214718982194325e-16,-9.26365523698546e-16,1.2241660070469563e-31
0.20583176612854004,0.0,0.0,0.0,0.0,-9.43671571481254e-16,-1.5016496550455775e-14,-8.917695879335772e-17,0.0,0.0,0.0,1733305924.8523366,-2.2523764372102612e-15,-1.3375961810120381e-17,-1.4154456941926503e-16,-9.43671571481254e-16,1.3357158625851526e-31
0.21557140350341797,0.0,0.0,0.0,0.0,-9.506811926362569e-16,-1.5128038931147905e-14,-8.983937164533509e-17,0.0,0.0,0.0,1733305924.8620906,-2.403112016689376e-15,-1.4271120062191354e-17,-1.5101714351525438e-16,-9.506811926362569e-16,1.435691581056028e-31
0.22555255889892578,0.0,0.0,0.0,0.0,-9.567823709553296e-16,-1.5225125847562193e-14,-9.041592976717435e-17,0.0,0.0,0.0,1733305924.872078,-2.554889075359064e-15,-1.5172463242167358e-17,-1.6055516658378376e-16,-9.567823709553296e-16,1.5361635295316054e-31
0.235579252243042,0.0,0.0,0.0,0.0,-9.62092738139022e-16,-1.5309630936577966e-14,-9.091776370119802e-17,0.0,0.0,0.0,1733305924.8821,-2.7075726330965377e-15,-1.6079189757145138e-17,-1.7015015616026844e-16,-9.62092738139022e-16,1.6370022963501486e-31
0.235579252243042,0.0,0.0,0.0,0.0,-9.62092738139022e-16,-1.5309630936577966e-14,-9.091776370119802e-17,0.0,0.0,0.0,1733305924.8922093,-2.8610452037757343e-15,-1.6990601904063394e-17,-1.797947291435307e-16,-9.62092738139022e-16,1.7297920326466328e-31
0.2558107376098633,0.0,0.0,0.0,0.0,-9.707380857942914e-16,-1.5447200945673326e-14,-9.17347468311595e-17,0.0,0.0,0.0,1733305924.902301,-3.0152045279711e-15,-1.790609240513839e-17,-1.894824593136368e-16,-9.707380857942914e-16,1.839378398457145e-31
