elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw
11.794021606445312,0.0,0.0,0.0,0.0,-0.009860997088253498,1.2961874062966672e-06,0.0,0.0,0.0,1740414153.2808943,-1.7452302643298847e-06,-0.0016521768989120411,-0.005139351876978612
12.027523040771484,0.0,0.0,0.0,0.0,-0.009628077037632465,3.154552814521594e-06,0.0,0.0,0.0,1740414153.514386,-1.887542183144873e-06,-0.0016831875267496019,-0.005244516308539789
12.262955665588379,0.0,0.0,0.0,0.0,-0.009090586565434933,2.5575150175427552e-06,0.0,0.0,0.0,1740414153.749817,-2.035314947670961e-06,-0.0017166392501535876,-0.005334560507269151
12.262955665588379,0.0,0.0,0.0,0.0,-0.009090586565434933,2.5575150175427552e-06,0.0,0.0,0.0,1740414153.942548,-2.1812034879233265e-06,-0.0017476891948678542,-0.005452349469243226
12.455799102783203,0.0,0.0,0.0,0.0,-0.0127155352383852,2.609032435429981e-06,0.0,0.0,0.0,1740414154.1765213,-2.3355609271046966e-06,-0.0017790090667704275,-0.005546849641864841
12.68964958190918,0.0,0.0,0.0,0.0,-0.008341675624251366,1.1693913393173716e-06,0.0,0.0,0.0,1740414154.394696,-2.4894883328923273e-06,-0.0018092852626861544,-0.0056527748141589566
12.907831192016602,0.0,0.0,0.0,0.0,-0.010812444612383842,2.748904762484017e-06,0.0,0.0,0.0,1740414154.5660255,-2.6404306811033634e-06,-0.0018380661433588508,-0.005782371071239851
13.300921440124512,0.0,0.0,0.0,0.0,-0.010459820739924908,1.7126404827649822e-06,0.0,0.0,0.0,1740414154.7877815,-2.800122275827875e-06,-0.0018687142492834195,-0.005883500684017001
13.548763275146484,0.0,0.0,0.0,0.0,-0.009901651181280613,2.6296329451724887e-06,1.0,0.30000001192092896,-1.0,1740414155.0356255,-2.964057112900154e-06,-0.0019007205959644907,-0.005979774571402742
13.568906784057617,0.0,0.0,0.0,0.0,-0.28459709882736206,0.018874602392315865,1.0,0.30000001192092896,-1.0,1740414155.0557823,8.346787243149051e-05,-0.0020725459357503477,-0.007972342219994964
13.568906784057617,0.0,0.0,0.0,0.0,-0.28459709882736206,0.018874602392315865,1.0,0.30000001192092896,-1.0,1740414155.0706165,0.0003790798684505862,-0.0023603812453086006,-0.010865912055553966
13.592818260192871,0.0,0.0,0.0,0.0,-0.32627037167549133,0.05988721549510956,1.0,0.30000001192092896,-1.0,1740414155.0797014,0.0008778272599052624,-0.002689815045358334,-0.013903903574739413
13.592818260192871,0.0,0.0,0.0,0.0,-0.32627037167549133,0.05988721549510956,1.0,0.30000001192092896,-1.0,1740414155.091726,0.0015640921224192043,-0.003036830214343533,-0.017166112383719144
13.614984512329102,0.0,0.0,0.0,0.0,-0.3231230676174164,0.09558478742837906,1.0,0.30000001192092896,-1.0,1740414155.1018603,0.00242759338572362,-0.003387583860543022,-0.020582716843423346
13.623929023742676,0.0,0.0,0.0,0.0,-0.3532960116863251,0.11177051812410355,1.0,0.30000001192092896,-1.0,1740414155.1108222,0.0034546840573990456,-0.003764833136299966,-0.024087895158125237
13.623929023742676,0.0,0.0,0.0,0.0,-0.3532960116863251,0.11177051812410355,1.0,0.30000001192092896,-1.0,1740414155.1202207,0.004643180023073807,-0.004155920476935861,-0.02748978144390968
13.640933990478516,0.0,0.0,0.0,0.0,-0.38661298155784607,0.14266784489154816,1.0,0.30000001192092896,-1.0,1740414155.127821,0.005982761785588232,-0.004577081528198826,-0.031065351541304766
13.640933990478516,0.0,0.0,0.0,0.0,-0.38661298155784607,0.14266784489154816,1.0,0.30000001192092896,-1.0,1740414155.137259,0.007470914439489511,-0.005021885955420291,-0.0348800951230499
13.640933990478516,0.0,0.0,0.0,0.0,-0.38661298155784607,0.14266784489154816,1.0,0.30000001192092896,-1.0,1740414155.145928,0.00910027165299219,-0.005504025008950374,-0.03914710681745557
13.664636611938477,0.0,0.0,0.0,0.0,-0.4466371238231659,0.18640321493148804,1.0,0.30000001192092896,-1.0,1740414155.1515248,0.010873416138167762,-0.006021468091641431,-0.043334037186208145
13.67272663116455,0.0,0.0,0.0,0.0,-0.4752746522426605,0.20031550526618958,1.0,0.30000001192092896,-1.0,1740414155.15962,0.012782414864564428,-0.0065844174488804245,-0.04791299369813793
13.677641868591309,0.0,0.0,0.0,0.0,-0.5196818113327026,0.21357540786266327,1.0,0.30000001192092896,-1.0,1740414155.1645339,0.014823978711706305,-0.007189002134169968,-0.05321036331936675
13.683913230895996,0.0,0.0,0.0,0.0,-0.5491851568222046,0.2274341881275177,1.0,0.30000001192092896,-1.0,1740414155.170814,0.01699684401834873,-0.007847734152721225,-0.058836226183972884
13.693989753723145,0.0,0.0,0.0,0.0,-0.6273859143257141,0.24106362462043762,1.0,0.30000001192092896,-1.0,1740414155.1808558,0.019299347951557154,-0.008561787584808935,-0.06478818306403723
13.705312728881836,0.0,0.0,0.0,0.0,-0.5919586420059204,0.25503939390182495,1.0,0.30000001192092896,-1.0,1740414155.1921818,0.02173978623959651,-0.009303919390807354,-0.07074275801277878
13.714984893798828,0.0,0.0,0.0,0.0,-0.634260356426239,0.26844048500061035,1.0,0.30000001192092896,-1.0,1740414155.2018783,0.024302244048434733,-0.010118178837815458,-0.07709337378030376
13.723235130310059,0.0,0.0,0.0,0.0,-0.6436353921890259,0.2820330262184143,1.0,0.30000001192092896,-1.0,1740414155.2101052,0.02699609255641843,-0.010975247576553292,-0.08350988729923102
