elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw,velocity x,velocity y
0.265610933303833,0.0,0.0,0.0,0.0,-9.742397199982407e-16,-1.5502923855141397e-14,-9.206565878085011e-17,0.0,0.0,0.0,1733316563.539019,-3.3252389478074997e-15,-1.974726268691012e-17,-2.0896574271862935e-16,-1.5502923855141397e-14,-9.206565878085011e-17
0.28557419776916504,0.0,0.0,0.0,0.0,-9.79940463491499e-16,-1.5593639389726438e-14,-9.260437835274874e-17,0.0,0.0,0.0,1733316563.5490139,-3.4809691427807134e-15,-2.0672081960558827e-17,-2.1875219005882766e-16,-1.5551424961701178e-14,-9.235368307014107e-17
0.2955594062805176,0.0,0.0,0.0,0.0,-9.822494753057142e-16,-1.5630381984912435e-14,-9.282258198089533e-17,0.0,0.0,0.0,1733316563.5589986,-3.637093493580991e-15,-2.159924196784465e-17,-2.285634070671437e-16,-1.5630381984912435e-14,-9.282258198089533e-17
0.30558061599731445,0.0,0.0,0.0,0.0,-9.842592727313118e-16,-1.566236256086897e-14,-9.301250264953751e-17,0.0,0.0,0.0,1733316563.5690155,-3.79356091594048e-15,-2.252843933975494e-17,-2.3839618348947517e-16,-1.566236256086897e-14,-9.301250264953751e-17
0.30558061599731445,0.0,0.0,0.0,0.0,-9.842592727313118e-16,-1.566236256086897e-14,-9.301250264953751e-17,0.0,0.0,0.0,1733316563.5791337,-3.950326946329225e-15,-2.345941002518847e-17,-2.4824772513427483e-16,-1.566236256086897e-14,-9.301250264953751e-17
0.3256244659423828,0.0,0.0,0.0,0.0,-9.875311492483184e-16,-1.5714427982070796e-14,-9.332169614506493e-17,0.0,0.0,0.0,1733316563.5890553,-4.107352883879442e-15,-2.4391924195187272e-17,-2.5811559994907745e-16,-1.5690199451647534e-14,-9.3177813040595e-17
0.33576059341430664,0.0,0.0,0.0,0.0,-9.888564381734162e-16,-1.573551571432564e-14,-9.344693128980546e-17,0.0,0.0,0.0,1733316563.5991716,-4.264605043520046e-15,-2.5325781807601664e-17,-2.679976910857381e-16,-1.573551571432564e-14,-9.332169614506493e-17
0.33576059341430664,0.0,0.0,0.0,0.0,-9.888564381734162e-16,-1.573551571432564e-14,-9.344693128980546e-17,0.0,0.0,0.0,1733316563.6090665,-4.4220541059081124e-15,-2.6260808746593464e-17,-2.7789215604861473e-16,-1.575387091829264e-14,-9.344693128980546e-17
0.3456385135650635,0.0,0.0,0.0,0.0,-9.900098852893397e-16,-1.575387091829264e-14,-9.355593384220525e-17,0.0,0.0,0.0,1733316563.6191456,-4.57967455161198e-15,-2.7196853462476008e-17,-2.8779739113731934e-16,-1.576984765374375e-14,-9.355593384220525e-17
0.36565160751342773,0.0,0.0,0.0,0.0,-9.918877573334025e-16,-1.578375424067177e-14,-9.373339386209992e-17,0.0,0.0,0.0,1733316563.6290882,-4.737444168626629e-15,-2.813378404704515e-17,-2.977120004978399e-16,-1.576984765374375e-14,-9.373339386209992e-17
0.3755989074707031,0.0,0.0,0.0,0.0,-9.926483929200368e-16,-1.579585664742214e-14,-9.380527254860833e-17,0.0,0.0,0.0,1733316563.639029,-4.895343623717147e-15,-2.9071485687959785e-17,-3.0763476918476773e-16,-1.579585664742214e-14,-9.380527254860833e-17
0.3755989074707031,0.0,0.0,0.0,0.0,-9.926483929200368e-16,-1.579585664742214e-14,-9.380527254860833e-17,0.0,0.0,0.0,1733316563.6490498,-5.0533560893179134e-15,-3.000985845304542e-17,-3.17564639714775e-16,-1.580639204322009e-14,-9.380527254860833e-17
0.3856201171875,0.0,0.0,0.0,0.0,-9.933104550474345e-16,-1.580639204322009e-14,-9.386783387269694e-17,0.0,0.0,0.0,1733316563.6589973,-5.211466918787221e-15,-3.0948815361761473e-17,-3.275006916588608e-16,-1.580639204322009e-14,-9.392228882678253e-17
0.3956108093261719,0.0,0.0,0.0,0.0,-9.938866492098042e-16,-1.5815562021907065e-14,-9.392228882678253e-17,0.0,0.0,0.0,1733316563.6690223,-5.369663363750284e-15,-3.188828070661454e-17,-3.3744212387952867e-16,-1.5823542766336095e-14,-9.392228882678253e-17
0.4156641960144043,0.0,0.0,0.0,0.0,-9.948247381988884e-16,-1.5830490130569475e-14,-9.401093611866861e-17,0.0,0.0,0.0,1733316563.6790922,-5.5279343280757875e-15,-3.282818859212362e-17,-3.4738823907010154e-16,-1.5830490130569475e-14,-9.401093611866861e-17
0.42587709426879883,0.0,0.0,0.0,0.0,-9.952047383548503e-16,-1.5836536251746976e-14,-9.404684237469832e-17,0.0,0.0,0.0,1733316563.689283,-5.6862701537381254e-15,-3.3768481663141704e-17,-3.5733843029780667e-16,-1.5830490130569475e-14,-9.401093611866861e-17
0.42587709426879883,0.0,0.0,0.0,0.0,-9.952047383548503e-16,-1.5836536251746976e-14,-9.404684237469832e-17,0.0,0.0,0.0,1733316563.6993678,-5.8446624344327926e-15,-3.4709109997992227e-17,-3.672921692909345e-16,-1.584179802041532e-14,-9.404684237469832e-17
0.435960054397583,0.0,0.0,0.0,0.0,-9.955353988416347e-16,-1.584179802041532e-14,-9.407809656696302e-17,0.0,0.0,0.0,1733316563.7096238,-6.0031038533480244e-15,-3.5650030145059754e-17,-3.7724899624403064e-16,-1.584179802041532e-14,-9.407809656696302e-17
0.45566415786743164,0.0,0.0,0.0,0.0,-9.960739000378516e-16,-1.5850366605709744e-14,-9.412897810080238e-17,0.0,0.0,0.0,1733316563.719097,-6.1615880419619085e-15,-3.6591204284242606e-17,-3.8720851094437897e-16,-1.584637877459407e-14,-9.412897810080238e-17
0.45566415786743164,0.0,0.0,0.0,0.0,-9.960739000378516e-16,-1.5850366605709744e-14,-9.412897810080238e-17,0.0,0.0,0.0,1733316563.7291563,-6.320109457139998e-15,-3.753259949708479e-17,-3.971703650485297e-16,-1.5853836052661698e-14,-9.412897810080238e-17
