elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering
102.71806335449219,0.0,0.0,0.0,0.0,3.943092107772827,2.172686815261841,1.0,0.30000001192092896,1.0
102.72821044921875,0.0,0.0,0.0,0.0,3.9433743953704834,2.1728410720825195,1.0,0.30000001192092896,1.0
102.73821258544922,0.0,0.0,0.0,0.0,3.9436545372009277,2.172994375228882,1.0,0.30000001192092896,1.0
102.74815368652344,0.0,0.0,0.0,0.0,3.94393253326416,2.1731464862823486,1.0,0.30000001192092896,1.0
102.75827026367188,0.0,0.0,0.0,0.0,3.944208860397339,2.173297643661499,1.0,0.30000001192092896,1.0
102.76821899414062,0.0,0.0,0.0,0.0,3.9444830417633057,2.173447608947754,1.0,0.30000001192092896,1.0
102.77820587158203,0.0,0.0,0.0,0.0,3.9447553157806396,2.1735966205596924,1.0,0.30000001192092896,1.0
102.78839111328125,0.0,0.0,0.0,0.0,3.945025682449341,2.1737444400787354,1.0,0.30000001192092896,1.0
102.7983627319336,0.0,0.0,0.0,0.0,3.945294141769409,2.173891305923462,1.0,0.30000001192092896,1.0
102.80840301513672,0.0,0.0,0.0,0.0,3.9455606937408447,2.174037218093872,1.0,0.30000001192092896,1.0
102.81818389892578,0.0,0.0,0.0,0.0,3.9458253383636475,2.1741819381713867,1.0,0.30000001192092896,1.0
102.82823944091797,0.0,0.0,0.0,0.0,3.9460880756378174,2.174325704574585,1.0,0.30000001192092896,1.0
102.8377685546875,0.0,0.0,0.0,0.0,3.9463489055633545,2.1744682788848877,1.0,0.30000001192092896,1.0
102.84784698486328,0.0,0.0,0.0,0.0,3.946608066558838,2.174610137939453,1.0,0.30000001192092896,1.0
102.8583755493164,0.0,0.0,0.0,0.0,3.9468653202056885,2.174750804901123,1.0,0.30000001192092896,1.0
102.86860656738281,0.0,0.0,0.0,0.0,3.9471206665039062,2.1748905181884766,1.0,0.30000001192092896,1.0
102.87835693359375,0.0,0.0,0.0,0.0,3.9473743438720703,2.1750292778015137,1.0,0.30000001192092896,1.0
102.88818359375,0.0,0.0,0.0,0.0,3.9476261138916016,2.1751670837402344,1.0,0.30000001192092896,1.0
102.89827728271484,0.0,0.0,0.0,0.0,3.947876214981079,2.1753039360046387,1.0,0.30000001192092896,1.0
102.9079818725586,0.0,0.0,0.0,0.0,3.948124408721924,2.1754398345947266,1.0,0.30000001192092896,1.0
102.91828918457031,0.0,0.0,0.0,0.0,3.948370933532715,2.175574541091919,1.0,0.30000001192092896,1.0
102.92820739746094,0.0,0.0,0.0,0.0,3.948615789413452,2.175708532333374,1.0,0.30000001192092896,1.0
102.93817138671875,0.0,0.0,0.0,0.0,3.9488589763641357,2.1758415699005127,1.0,0.30000001192092896,1.0
102.9481201171875,0.0,0.0,0.0,0.0,3.9491002559661865,2.175973653793335,1.0,0.30000001192092896,1.0
102.95835876464844,0.0,0.0,0.0,0.0,3.9493398666381836,2.1761045455932617,1.0,0.30000001192092896,1.0
102.96829986572266,0.0,0.0,0.0,0.0,3.949577808380127,2.176234722137451,1.0,0.30000001192092896,1.0
102.97834777832031,0.0,0.0,0.0,0.0,3.9498140811920166,2.176363945007324,1.0,0.30000001192092896,1.0
102.98843383789062,0.0,0.0,0.0,0.0,3.9500486850738525,2.17649245262146,1.0,0.30000001192092896,1.0
102.99818420410156,0.0,0.0,0.0,0.0,3.9502816200256348,2.1766197681427,1.0,0.30000001192092896,1.0
103.00831604003906,0.0,0.0,0.0,0.0,3.9505128860473633,2.176746368408203,1.0,0.30000001192092896,1.0
103.018798828125,0.0,0.0,0.0,0.0,3.950742483139038,2.1768720149993896,1.0,0.30000001192092896,1.0
103.02828979492188,0.0,0.0,0.0,0.0,3.950970411300659,2.1769967079162598,1.0,0.30000001192092896,1.0
