elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw
0.02275824546813965,0.0,0.0,0.0,0.0,-1.3083753976767654e-16,-3.885395186197047e-15,0.0,0.0,0.0,1732808983.0200198,-4.064935960081894e-17,-2.4194497076393425e-19,-2.560264240888194e-18
0.03273725509643555,0.0,0.0,0.0,0.0,-2.4471819461537123e-16,-5.4591480973611734e-15,0.0,0.0,0.0,1732808983.0300107,-8.75540560409788e-17,-5.211217036903014e-19,-5.514515382966155e-18
0.04265642166137695,0.0,0.0,0.0,0.0,-3.4383965769918437e-16,-6.828938862958253e-15,0.0,0.0,0.0,1732808983.0399313,-1.4915288591147236e-16,-8.877579124390573e-19,-9.394263623693738e-18
0.0526890754699707,0.0,0.0,0.0,0.0,-4.3011472793736316e-16,-8.021201263689725e-15,0.0,0.0,0.0,1732808983.0499685,-2.2354145318211034e-16,-1.3305186326621339e-18,-1.4079562250392972e-17
0.0526890754699707,0.0,0.0,0.0,0.0,-4.3011472793736316e-16,-8.021201263689725e-15,0.0,0.0,0.0,1732808983.0596445,-3.0906217625766116e-16,-1.8395379394215873e-18,-1.9466009940969214e-17
0.06235194206237793,0.0,0.0,0.0,0.0,-5.052083015272951e-16,-9.058943679018331e-15,0.0,0.0,0.0,1732808983.0697427,-4.042723002167246e-16,-2.4062285560492105e-18,-2.5462736042848845e-17
0.08240008354187012,0.0,0.0,0.0,0.0,-6.274599315297979e-16,-1.0748377150338398e-14,0.0,0.0,0.0,1732808983.0796957,-5.079160547435512e-16,-3.0231161381687607e-18,-3.199064696474888e-17
0.08240008354187012,0.0,0.0,0.0,0.0,-6.274599315297979e-16,-1.0748377150338398e-14,0.0,0.0,0.0,1732808983.0897548,-6.189004204607495e-16,-3.683695034918715e-18,-3.8980899840409826e-17
0.0924677848815918,0.0,0.0,0.0,0.0,-6.7697710704936985e-16,-1.1432670504469677e-14,0.0,0.0,0.0,1732808983.0998533,-7.362740360052024e-16,-4.382302743877249e-18,-4.637357400928325e-17
0.11253213882446289,0.0,0.0,0.0,0.0,-7.575905561285417e-16,-1.2546693318896216e-14,0.0,0.0,0.0,1732808983.1097894,-8.592088387991062e-16,-5.1140106369393985e-18,-5.4116514676607646e-17
0.1223905086517334,0.0,0.0,0.0,0.0,-7.902424586353333e-16,-1.299792047539279e-14,0.0,0.0,0.0,1732808983.1196744,-9.86984085222485e-16,-5.874528848390772e-18,-6.216432643799792e-17
0.13277149200439453,0.0,0.0,0.0,0.0,-8.186626374772016e-16,-1.3390667630177981e-14,0.0,0.0,0.0,1732808983.1298926,-1.1189724418108622e-15,-6.660123489722118e-18,-7.047749724573713e-17
